NumOf_Words,NumOf_Let,Word_Avg_Size,NumOf_Stopwords,NumOf_Number_Char,NumOf_#,NumOf_@,NumOf_Other_Sym,NumOf_Caps_Words
22,86,3.909,10,0,1,0,3,0
11,68,6.182,1,1,6,0,7,0
8,34,4.25,3,0,0,0,2,0
23,102,4.435,13,0,1,0,5,0
11,73,6.636,3,0,7,0,10,0
15,69,4.6,7,2,1,0,7,0
19,42,2.211,5,0,1,0,36,0
8,37,4.625,4,0,2,0,3,0
5,17,3.4,1,0,0,0,2,0
7,27,3.857,1,0,2,0,8,0
11,61,5.545,1,0,3,1,6,0
9,55,6.111,1,2,2,3,7,0
14,81,5.786,3,0,3,2,13,0
9,82,9.111,0,0,7,0,11,0
9,39,4.333,5,0,0,0,1,0
17,87,5.118,1,0,10,1,13,0
15,89,5.933,5,0,1,0,3,0
20,84,4.2,13,0,1,0,3,0
13,73,5.615,0,0,7,0,8,0
19,71,3.737,10,1,0,1,3,0
15,66,4.4,4,0,0,5,5,0
24,88,3.667,13,4,0,2,4,0
13,72,5.538,4,0,5,0,7,0
19,84,4.421,6,0,2,0,6,0
5,26,5.2,0,0,0,0,3,0
12,63,5.25,3,2,6,0,11,0
6,38,6.333,0,0,4,0,8,0
17,86,5.059,2,0,1,0,3,0
14,74,5.286,3,0,3,0,10,0
12,47,3.917,5,0,2,2,5,0
20,81,4.05,8,0,1,0,3,0
14,46,3.286,3,0,0,0,15,0
12,66,5.5,2,1,1,1,4,0
18,71,3.944,6,0,3,0,10,0
6,14,2.333,1,0,0,0,15,0
21,91,4.333,7,0,0,2,9,0
21,70,3.333,9,0,0,0,12,0
19,85,4.474,7,1,2,0,4,0
6,41,6.833,0,0,2,3,5,0
12,55,4.583,6,0,1,0,1,0
11,64,5.818,3,0,6,0,10,0
15,73,4.867,6,0,0,2,6,0
21,86,4.095,10,0,2,0,5,0
19,91,4.789,10,0,5,2,10,0
10,54,5.4,0,0,5,0,8,0
18,81,4.5,7,0,3,0,10,0
11,48,4.364,4,0,0,1,3,0
24,96,4.0,12,0,6,1,9,0
9,61,6.778,1,0,4,0,9,0
12,58,4.833,5,0,4,1,5,0
22,85,3.864,4,10,3,0,16,0
17,64,3.765,9,0,0,0,4,0
21,71,3.381,11,3,0,0,3,0
26,82,3.154,7,0,0,0,22,0
13,69,5.308,4,0,0,0,4,0
22,74,3.364,11,0,0,1,8,0
13,62,4.769,3,0,2,1,11,0
11,59,5.364,0,0,8,0,16,0
7,34,4.857,2,0,2,2,5,0
8,57,7.125,2,0,5,0,15,0
17,66,3.882,6,0,0,1,5,0
11,58,5.273,3,0,2,2,8,0
17,69,4.059,3,0,1,0,23,0
19,80,4.211,3,0,2,0,12,0
18,78,4.333,10,0,1,0,5,0
21,100,4.762,6,0,0,1,7,0
12,67,5.583,3,0,6,0,12,0
17,83,4.882,5,0,2,0,4,0
6,27,4.5,1,2,1,2,3,0
13,66,5.077,4,0,0,0,3,0
11,50,4.545,2,0,0,1,5,0
7,29,4.143,0,0,1,0,4,0
5,20,4.0,2,0,0,1,1,0
17,89,5.235,6,8,2,1,3,0
15,69,4.6,5,0,2,5,17,0
19,97,5.105,7,0,0,1,4,0
16,66,4.125,2,2,5,0,12,0
20,87,4.35,5,4,3,1,10,0
24,81,3.375,9,1,0,0,10,0
16,74,4.625,3,0,8,0,15,0
16,98,6.125,4,0,4,0,12,0
9,34,3.778,2,1,0,1,1,0
23,91,3.957,9,0,0,1,9,0
15,63,4.2,4,0,0,5,8,0
9,97,10.778,0,4,7,0,11,0
14,58,4.143,7,0,5,0,9,0
11,50,4.545,3,1,2,0,10,0
7,26,3.714,3,0,0,0,5,0
14,64,4.571,4,0,6,0,13,0
18,75,4.167,6,2,1,1,3,0
22,88,4.0,9,0,1,3,11,0
8,52,6.5,1,0,3,2,8,0
9,36,4.0,3,1,2,0,3,0
24,102,4.25,9,0,0,1,4,0
25,79,3.16,12,0,0,0,6,0
14,88,6.286,4,0,2,0,6,0
11,53,4.818,1,4,1,2,8,0
3,23,7.667,0,0,2,0,2,0
21,82,3.905,3,5,4,0,18,0
17,83,4.882,3,0,0,4,9,0
5,26,5.2,2,1,1,0,2,0
12,51,4.25,4,0,0,0,1,0
8,25,3.125,4,0,0,0,5,0
18,80,4.444,8,1,2,2,6,0
3,9,3.0,2,0,0,0,1,0
7,37,5.286,2,0,2,1,4,0
17,93,5.471,5,0,0,1,5,0
14,60,4.286,3,0,5,0,17,0
3,17,5.667,0,0,1,1,3,0
5,20,4.0,2,0,2,0,2,0
12,59,4.917,3,0,4,1,10,0
5,21,4.2,1,0,0,1,1,0
3,25,8.333,0,0,1,0,1,0
9,44,4.889,2,0,1,2,3,0
13,56,4.308,6,0,1,0,3,0
7,38,5.429,3,4,2,0,5,0
9,25,2.778,4,0,0,1,9,0
20,83,4.15,8,1,3,1,12,0
6,36,6.0,2,0,3,0,5,0
18,84,4.667,7,0,0,0,2,0
13,62,4.769,3,1,4,1,6,0
14,67,4.786,3,2,4,0,18,0
14,61,4.357,4,0,1,1,8,0
14,57,4.071,7,0,2,0,5,0
17,67,3.941,5,0,1,5,7,0
22,63,2.864,7,0,1,3,17,0
6,37,6.167,1,0,2,1,3,0
11,50,4.545,4,1,4,0,6,0
6,31,5.167,2,0,3,1,6,0
14,54,3.857,6,0,5,0,9,0
12,33,2.75,0,0,4,0,29,0
21,83,3.952,13,0,1,0,3,0
15,74,4.933,5,0,0,1,5,0
16,98,6.125,8,0,1,0,5,0
14,50,3.571,5,0,0,0,4,0
26,102,3.923,12,0,0,0,5,0
14,53,3.786,4,0,0,0,3,0
12,87,7.25,3,0,1,1,3,0
13,63,4.846,1,1,11,0,15,0
20,84,4.2,12,0,1,0,3,0
13,64,4.923,4,0,1,1,2,0
6,36,6.0,2,0,3,0,5,0
14,67,4.786,4,0,5,0,12,0
4,7,1.75,3,1,0,0,0,0
18,76,4.222,3,1,2,3,7,0
13,56,4.308,1,1,5,0,11,0
14,63,4.5,6,0,2,1,10,0
3,16,5.333,0,0,0,0,0,0
16,78,4.875,5,0,4,1,8,0
9,50,5.556,1,2,1,0,1,0
11,57,5.182,0,1,0,0,12,0
20,96,4.8,4,0,3,1,13,0
6,22,3.667,2,0,0,0,0,0
7,27,3.857,2,0,1,0,2,0
27,108,4.0,8,0,0,0,8,0
21,97,4.619,8,0,1,1,5,0
19,62,3.263,11,0,2,0,6,0
9,35,3.889,3,0,0,0,3,0
13,74,5.692,0,0,10,1,15,0
10,36,3.6,5,0,0,0,9,0
7,41,5.857,0,0,1,0,2,0
15,82,5.467,5,4,4,0,6,0
14,58,4.143,4,0,2,0,5,0
10,29,2.9,2,0,0,0,19,0
21,75,3.571,9,2,1,0,14,0
13,43,3.308,7,0,0,0,0,0
14,51,3.643,3,0,5,0,20,0
26,93,3.577,13,0,0,1,8,0
14,66,4.714,4,0,7,0,14,0
13,82,6.308,2,0,6,2,10,0
12,48,4.0,3,0,1,0,13,0
13,61,4.692,1,0,5,0,9,0
19,83,4.368,8,3,1,1,7,0
31,98,3.161,21,0,0,0,7,0
14,71,5.071,2,0,5,1,20,0
3,9,3.0,1,0,0,0,4,0
12,66,5.5,1,0,7,0,11,0
10,58,5.8,1,1,1,0,13,0
8,36,4.5,0,0,3,0,18,0
17,86,5.059,6,0,3,0,5,0
11,62,5.636,0,0,7,0,13,0
16,61,3.812,3,0,0,0,2,0
8,34,4.25,3,0,2,0,12,0
9,41,4.556,3,0,1,1,3,0
20,99,4.95,8,0,1,2,8,0
17,70,4.118,3,0,3,1,22,0
6,24,4.0,2,0,1,0,2,0
13,74,5.692,1,0,5,2,13,0
6,27,4.5,1,0,1,0,3,0
20,83,4.15,9,0,5,0,6,0
5,27,5.4,2,0,0,0,1,0
14,60,4.286,6,0,3,0,9,0
15,81,5.4,0,1,7,1,19,0
21,82,3.905,3,0,0,3,6,0
22,81,3.682,11,2,1,0,5,0
22,106,4.818,10,0,5,0,7,0
12,70,5.833,4,0,1,0,5,0
10,70,7.0,2,0,3,0,7,0
19,42,2.211,5,0,1,0,36,0
12,67,5.583,1,0,9,0,17,0
9,49,5.444,2,0,4,0,8,0
30,94,3.133,16,1,0,0,9,0
12,62,5.167,4,0,2,0,3,0
17,80,4.706,6,0,8,0,9,0
14,62,4.429,6,1,1,1,4,0
10,53,5.3,4,0,1,2,4,0
12,76,6.333,1,0,8,0,9,0
30,103,3.433,16,1,0,0,5,0
15,58,3.867,2,0,2,0,19,0
15,97,6.467,3,0,9,0,9,0
3,14,4.667,0,0,0,0,0,0
11,60,5.455,1,0,9,0,11,0
7,39,5.571,3,0,3,0,7,0
22,99,4.5,9,0,1,0,8,0
11,65,5.909,1,0,3,1,14,0
6,31,5.167,2,0,3,0,5,0
7,35,5.0,2,0,1,0,4,0
13,69,5.308,0,0,8,1,16,0
6,15,2.5,2,0,0,0,16,0
13,74,5.692,1,0,5,1,8,0
17,63,3.706,9,0,1,0,6,0
24,72,3.0,10,0,3,0,16,0
14,58,4.143,3,0,4,3,7,0
13,65,5.0,0,0,9,0,17,0
10,57,5.7,0,0,7,0,11,0
12,81,6.75,4,0,1,0,3,0
15,67,4.467,4,0,5,0,19,0
9,49,5.444,1,0,1,0,7,0
24,98,4.083,10,0,5,0,11,0
12,54,4.5,1,0,3,0,3,0
5,22,4.4,0,0,0,0,0,0
13,67,5.154,1,2,2,1,6,0
11,54,4.909,5,0,2,2,4,0
25,95,3.8,12,0,2,0,7,0
20,97,4.85,8,0,2,0,4,0
15,71,4.733,1,0,4,0,22,0
11,55,5.0,3,2,1,0,18,0
19,85,4.474,11,0,1,0,3,0
7,38,5.429,0,0,0,0,0,0
14,68,4.857,6,0,1,0,2,0
17,66,3.882,11,0,0,0,3,0
23,100,4.348,12,0,0,1,4,0
8,30,3.75,4,0,0,0,0,0
15,81,5.4,5,0,0,1,2,0
9,48,5.333,2,0,0,0,0,0
20,84,4.2,12,0,1,0,3,0
13,67,5.154,3,0,3,3,8,0
16,66,4.125,1,1,5,0,11,0
5,35,7.0,0,0,2,0,2,0
6,33,5.5,2,0,3,0,5,0
13,52,4.0,2,0,1,2,3,0
23,87,3.783,11,0,0,0,6,0
6,39,6.5,0,0,3,1,4,0
13,59,4.538,2,0,9,0,14,0
29,99,3.414,13,1,1,1,13,0
20,84,4.2,13,0,1,0,3,0
21,85,4.048,7,0,4,0,14,0
17,85,5.0,3,0,3,3,10,0
19,68,3.579,8,0,0,1,2,0
11,46,4.182,5,0,3,0,5,0
16,76,4.75,3,0,7,0,12,0
11,74,6.727,3,0,1,0,3,0
18,88,4.889,6,0,2,0,4,0
7,25,3.571,2,0,0,1,9,0
12,51,4.25,6,0,1,0,3,0
10,32,3.2,5,0,3,1,5,0
25,103,4.12,12,1,1,1,5,0
11,68,6.182,0,0,7,0,12,0
15,88,5.867,2,0,4,0,5,0
23,77,3.348,8,2,1,0,11,0
23,91,3.957,10,2,4,0,10,0
15,83,5.533,3,0,4,0,8,0
10,59,5.9,0,0,6,0,12,0
17,59,3.471,10,2,0,0,1,0
10,69,6.9,2,0,4,0,5,0
16,82,5.125,4,4,6,0,12,0
9,59,6.556,0,0,7,0,11,0
11,47,4.273,2,0,2,0,14,0
12,45,3.75,0,0,3,1,22,0
10,33,3.3,2,0,0,0,1,0
18,78,4.333,6,0,0,0,4,0
19,79,4.158,1,0,8,0,40,0
15,79,5.267,4,0,2,1,6,0
3,14,4.667,0,0,0,0,3,0
6,22,3.667,1,0,1,0,5,0
15,74,4.933,3,0,6,0,12,0
13,71,5.462,4,0,2,0,2,0
17,86,5.059,6,0,1,0,3,0
9,43,4.778,3,0,3,0,12,0
13,70,5.385,2,0,3,0,5,0
20,90,4.5,8,0,1,0,5,0
14,67,4.786,4,1,0,1,3,0
21,82,3.905,7,0,0,1,6,0
16,58,3.625,5,0,5,0,8,0
6,30,5.0,1,0,1,0,2,0
12,54,4.5,5,0,2,1,4,0
9,76,8.444,1,4,5,0,9,0
17,63,3.706,7,0,1,2,10,0
23,87,3.783,10,2,0,0,10,0
13,64,4.923,4,0,2,1,16,0
19,82,4.316,7,1,1,0,3,0
9,73,8.111,2,0,3,0,7,0
6,21,3.5,2,0,2,0,4,0
9,36,4.0,4,0,0,0,1,0
18,75,4.167,7,0,1,0,3,0
11,69,6.273,1,2,8,0,8,0
23,95,4.13,9,0,3,0,13,0
7,43,6.143,1,0,4,1,5,0
9,49,5.444,1,0,3,1,8,0
14,63,4.5,3,0,4,0,15,0
14,65,4.643,7,1,1,0,9,0
7,36,5.143,3,0,2,0,3,0
26,101,3.885,10,0,1,0,6,0
12,78,6.5,1,0,6,0,11,0
23,80,3.478,10,2,1,0,5,0
15,62,4.133,5,0,3,0,8,0
13,74,5.692,3,0,1,1,8,0
12,46,3.833,5,0,0,0,6,0
8,52,6.5,0,0,5,0,7,0
12,70,5.833,2,0,3,1,7,0
9,57,6.333,0,12,6,1,10,0
11,36,3.273,5,0,1,1,4,0
4,17,4.25,0,0,0,0,1,0
15,73,4.867,2,0,9,0,17,0
8,49,6.125,0,0,2,2,7,0
11,52,4.727,1,0,0,1,4,0
11,64,5.818,4,1,1,0,1,0
21,75,3.571,10,1,2,2,14,0
7,40,5.714,2,4,2,0,3,0
7,51,7.286,1,0,3,0,3,0
20,98,4.9,8,0,0,2,5,0
12,67,5.583,0,8,4,0,13,0
23,99,4.304,9,0,0,1,3,0
8,35,4.375,3,0,0,0,4,0
14,90,6.429,3,0,1,1,5,0
5,25,5.0,0,0,0,0,0,0
15,54,3.6,1,6,0,0,7,0
12,97,8.083,2,0,5,1,7,0
21,84,4.0,11,0,2,0,3,0
6,37,6.167,2,0,1,0,1,0
11,60,5.455,3,0,2,0,4,0
11,72,6.545,1,0,7,0,13,0
6,27,4.5,2,0,1,1,8,0
16,82,5.125,2,0,0,0,7,0
22,87,3.955,10,0,0,0,7,0
8,58,7.25,0,2,4,0,8,0
7,32,4.571,2,0,1,0,3,0
5,17,3.4,2,0,0,0,2,0
13,80,6.154,1,0,7,1,9,0
24,98,4.083,11,0,1,0,12,0
14,78,5.571,3,3,4,0,11,0
22,73,3.318,10,0,0,5,10,0
9,27,3.0,5,0,0,0,1,0
7,59,8.429,2,0,2,0,3,0
16,65,4.062,6,0,1,1,5,0
18,89,4.944,7,0,1,2,5,0
22,83,3.773,9,1,1,1,10,0
8,47,5.875,3,0,1,0,2,0
15,79,5.267,2,6,9,0,12,0
23,98,4.261,12,0,1,0,5,0
17,101,5.941,3,0,9,0,14,0
12,48,4.0,2,0,7,0,10,0
15,79,5.267,3,0,0,1,6,0
13,69,5.308,4,0,3,0,10,0
9,47,5.222,3,2,1,0,2,0
17,68,4.0,8,0,2,0,2,0
19,93,4.895,10,0,0,1,4,0
22,99,4.5,6,0,4,0,13,0
28,107,3.821,13,0,0,0,6,0
10,53,5.3,2,0,2,2,6,0
6,36,6.0,2,0,3,0,5,0
11,43,3.909,1,0,8,0,8,0
19,42,2.211,5,0,1,0,36,0
11,38,3.455,1,4,4,0,6,0
16,54,3.375,7,1,1,2,9,0
11,71,6.455,2,0,5,3,8,0
6,38,6.333,0,0,1,0,7,0
24,79,3.292,15,0,1,0,10,0
14,64,4.571,4,2,0,1,5,0
13,68,5.231,6,0,2,0,4,0
18,93,5.167,6,0,1,2,8,0
16,63,3.938,6,0,1,1,3,0
12,70,5.833,2,0,1,1,4,0
15,67,4.467,7,0,0,0,2,0
19,78,4.105,9,0,2,0,10,0
25,103,4.12,11,0,1,0,10,0
21,103,4.905,6,0,2,0,11,0
19,81,4.263,9,0,0,4,9,0
13,59,4.538,6,0,1,1,5,0
12,58,4.833,4,0,1,1,3,0
15,91,6.067,6,0,2,2,4,0
18,73,4.056,8,0,0,0,16,0
9,37,4.111,4,0,1,0,2,0
20,103,5.15,6,0,8,2,15,0
20,82,4.1,6,0,4,1,6,0
18,57,3.167,2,9,6,1,12,0
6,26,4.333,1,0,1,1,4,0
24,99,4.125,13,0,0,1,4,0
26,102,3.923,10,0,0,0,9,0
24,79,3.292,11,2,1,0,5,0
3,10,3.333,1,0,0,0,0,0
19,90,4.737,2,6,9,1,20,0
18,96,5.333,6,0,2,1,4,0
3,14,4.667,0,0,0,0,1,0
4,19,4.75,2,0,1,0,1,0
17,60,3.529,7,0,0,2,7,0
21,83,3.952,13,0,1,0,3,0
6,20,3.333,3,0,0,1,5,0
7,39,5.571,3,0,2,0,3,0
22,82,3.727,14,0,1,0,3,0
16,83,5.188,3,0,7,0,12,0
32,101,3.156,11,2,0,0,24,0
23,114,4.957,11,0,1,0,3,0
12,75,6.25,4,0,1,2,3,0
19,84,4.421,9,0,1,0,4,0
15,77,5.133,7,0,1,0,2,0
15,71,4.733,5,0,1,2,5,0
21,78,3.714,14,0,0,0,2,0
10,43,4.3,5,0,2,0,2,0
9,33,3.667,3,0,0,5,5,0
11,44,4.0,7,0,0,2,4,0
8,31,3.875,3,0,0,1,5,0
10,46,4.6,2,0,3,0,13,0
17,59,3.471,9,0,0,0,11,0
13,59,4.538,3,0,6,0,13,0
11,63,5.727,0,0,7,0,14,0
24,105,4.375,10,0,3,0,16,0
10,58,5.8,2,0,4,0,4,0
11,70,6.364,1,0,6,0,7,0
8,38,4.75,2,4,1,1,7,0
16,87,5.438,5,0,1,2,7,0
17,68,4.0,10,0,1,1,2,0
8,37,4.625,5,0,0,0,0,0
7,33,4.714,1,0,0,0,2,0
10,49,4.9,2,0,1,0,13,0
19,85,4.474,8,0,1,0,3,0
20,101,5.05,6,0,1,1,6,0
18,80,4.444,8,0,0,0,5,0
25,80,3.2,8,8,2,0,27,0
13,43,3.308,1,4,4,0,11,0
18,79,4.389,7,0,3,0,9,0
10,93,9.3,0,8,2,0,22,0
11,55,5.0,3,0,1,1,12,0
11,53,4.818,3,0,0,2,5,0
16,88,5.5,6,0,3,0,7,0
11,67,6.091,0,0,4,1,12,0
21,93,4.429,10,0,0,1,2,0
13,65,5.0,2,0,6,0,10,0
20,92,4.6,9,0,0,1,5,0
11,48,4.364,2,3,0,1,6,0
15,81,5.4,7,0,2,1,3,0
19,92,4.842,6,0,2,2,9,0
11,58,5.273,0,0,4,1,9,0
3,16,5.333,1,0,1,0,1,0
18,66,3.667,2,1,6,0,25,0
8,27,3.375,3,0,0,0,5,0
7,31,4.429,0,0,1,0,15,0
13,63,4.846,3,0,0,1,3,0
17,84,4.941,3,4,2,1,10,0
19,80,4.211,8,0,1,1,6,0
15,88,5.867,4,4,1,0,4,0
15,59,3.933,6,0,3,0,9,0
22,94,4.273,14,0,5,0,10,0
9,56,6.222,2,0,5,2,7,0
14,63,4.5,3,0,0,0,5,0
6,45,7.5,0,0,1,0,2,0
20,85,4.25,12,0,1,0,2,0
12,66,5.5,2,0,6,0,10,0
14,73,5.214,2,0,6,0,16,0
11,56,5.091,1,2,3,0,8,0
19,87,4.579,7,1,4,0,10,0
13,33,2.538,0,0,4,0,38,0
15,67,4.467,1,0,6,0,29,0
12,51,4.25,2,0,5,0,6,0
12,45,3.75,4,0,1,0,4,0
17,108,6.353,4,0,4,0,5,0
3,15,5.0,0,0,0,0,0,0
24,103,4.292,10,0,2,1,5,0
18,79,4.389,6,0,3,2,8,0
13,74,5.692,4,0,5,2,9,0
24,104,4.333,11,0,1,0,5,0
14,28,2.0,1,0,0,0,40,0
9,38,4.222,4,5,0,0,1,0
4,22,5.5,0,0,2,0,3,0
25,84,3.36,10,3,0,1,9,0
19,80,4.211,9,0,0,1,2,0
20,76,3.8,7,0,1,0,16,0
15,78,5.2,1,1,13,0,23,0
13,52,4.0,6,0,2,0,8,0
10,69,6.9,2,0,6,0,10,0
13,84,6.462,1,0,11,0,13,0
4,19,4.75,1,0,1,0,1,0
15,76,5.067,2,0,5,1,14,0
14,62,4.429,4,0,2,0,3,0
11,44,4.0,0,0,4,0,15,0
5,31,6.2,1,0,1,0,5,0
8,30,3.75,2,0,1,0,8,0
7,55,7.857,2,0,2,0,4,0
22,72,3.273,12,0,1,1,13,0
27,96,3.556,15,0,0,1,4,0
18,86,4.778,7,0,2,0,5,0
20,83,4.15,12,0,1,0,4,0
15,85,5.667,4,0,7,0,10,0
21,81,3.857,14,0,1,0,3,0
6,29,4.833,2,0,3,0,5,0
18,75,4.167,10,0,2,0,3,0
23,105,4.565,11,0,0,1,8,0
14,90,6.429,4,2,5,1,7,0
19,42,2.211,5,0,1,0,36,0
15,72,4.8,2,1,2,1,4,0
11,42,3.818,5,0,0,0,1,0
10,93,9.3,0,0,6,0,7,0
15,81,5.4,2,0,8,1,23,0
11,39,3.545,4,0,0,0,2,0
7,47,6.714,1,0,5,0,6,0
24,111,4.625,10,0,1,0,8,0
11,56,5.091,2,0,9,0,9,0
6,34,5.667,2,0,3,0,5,0
7,33,4.714,0,0,2,0,16,0
15,84,5.6,2,0,2,0,6,0
6,35,5.833,2,0,3,0,5,0
25,108,4.32,10,0,0,0,1,0
9,55,6.111,2,0,2,2,7,0
8,34,4.25,5,0,4,0,4,0
25,95,3.8,13,0,0,1,7,0
8,24,3.0,4,0,0,0,2,0
12,93,7.75,0,0,10,1,11,0
15,87,5.8,2,0,3,0,9,0
24,96,4.0,13,0,0,1,6,0
8,40,5.0,3,0,2,0,3,0
18,79,4.389,6,2,1,2,4,0
11,44,4.0,0,0,0,11,11,0
9,45,5.0,2,0,2,1,4,0
9,45,5.0,0,0,3,0,3,0
18,66,3.667,9,0,0,0,1,0
24,98,4.083,10,1,0,1,2,0
20,80,4.0,11,0,0,0,4,0
6,21,3.5,0,0,1,3,4,0
10,56,5.6,1,0,5,0,11,0
7,37,5.286,1,0,2,1,4,0
26,104,4.0,9,4,0,0,3,0
7,24,3.429,4,0,0,0,1,0
15,67,4.467,3,0,5,0,24,0
23,100,4.348,1,6,2,1,4,0
9,69,7.667,1,0,3,0,5,0
10,62,6.2,4,0,5,0,8,0
18,78,4.333,2,0,0,0,5,0
10,45,4.5,4,0,3,0,4,0
18,90,5.0,6,3,5,1,8,0
18,59,3.278,9,0,1,1,11,0
16,57,3.562,8,0,2,1,8,0
9,48,5.333,0,0,3,1,6,0
6,36,6.0,2,0,3,0,5,0
11,53,4.818,3,0,3,1,9,0
21,81,3.857,11,0,1,1,2,0
11,43,3.909,1,3,4,0,9,0
10,51,5.1,3,8,2,1,7,0
11,39,3.545,6,0,1,0,2,0
21,101,4.81,10,0,0,2,6,0
8,27,3.375,0,2,0,0,22,0
6,62,10.333,1,6,2,0,10,0
23,82,3.565,8,0,0,0,8,0
14,59,4.214,8,0,1,0,7,0
17,74,4.353,5,0,2,1,7,0
20,72,3.6,6,2,0,0,7,0
9,37,4.111,0,0,4,0,20,0
16,65,4.062,4,1,4,0,10,0
17,84,4.941,5,0,3,0,10,0
14,71,5.071,0,0,9,2,12,0
8,31,3.875,2,0,1,1,7,0
12,46,3.833,1,0,4,2,9,0
15,72,4.8,6,0,1,0,3,0
8,43,5.375,2,0,1,1,3,0
17,102,6.0,2,0,5,1,12,0
14,81,5.786,5,0,3,0,5,0
8,25,3.125,1,0,0,0,9,0
9,47,5.222,1,4,3,0,19,0
10,66,6.6,0,0,7,0,13,0
6,26,4.333,2,4,1,0,5,0
13,64,4.923,2,0,5,0,21,0
11,74,6.727,0,4,7,1,12,0
20,85,4.25,9,0,0,1,6,0
20,102,5.1,10,0,4,0,6,0
9,57,6.333,2,0,4,0,5,0
25,71,2.84,4,9,0,0,12,0
5,21,4.2,1,0,0,0,0,0
8,42,5.25,4,0,2,0,3,0
19,97,5.105,4,0,1,1,4,0
8,33,4.125,3,0,3,0,3,0
19,84,4.421,10,0,1,0,4,0
14,65,4.643,3,0,2,1,10,0
7,22,3.143,2,0,2,0,3,0
6,35,5.833,2,0,3,0,5,0
10,50,5.0,0,0,4,0,4,0
11,65,5.909,0,0,9,0,15,0
14,72,5.143,3,0,4,0,15,0
11,52,4.727,2,0,4,1,20,0
4,13,3.25,2,0,0,0,4,0
26,87,3.346,6,6,0,2,12,0
16,83,5.188,5,0,0,0,6,0
17,77,4.529,3,6,1,2,8,0
17,73,4.294,3,0,0,5,8,0
11,87,7.909,1,0,8,0,9,0
12,68,5.667,1,1,8,0,11,0
22,103,4.682,9,0,4,0,6,0
21,87,4.143,6,0,4,0,17,0
10,75,7.5,0,0,6,0,9,0
14,46,3.286,7,0,0,0,15,0
6,39,6.5,1,0,2,1,3,0
24,87,3.625,8,3,3,1,12,0
11,64,5.818,3,0,4,2,9,0
14,77,5.5,3,0,1,0,3,0
3,11,3.667,1,0,0,0,1,0
11,63,5.727,3,0,8,0,11,0
9,31,3.444,3,0,0,0,3,0
28,90,3.214,6,7,0,2,14,0
5,16,3.2,4,0,0,0,1,0
9,45,5.0,4,0,0,0,0,0
8,31,3.875,4,0,0,0,2,0
20,80,4.0,8,2,2,0,4,0
18,87,4.833,10,0,4,1,6,0
15,60,4.0,8,0,0,2,4,0
24,102,4.25,10,0,5,0,9,0
13,56,4.308,1,0,7,0,15,0
6,47,7.833,2,0,4,0,8,0
5,29,5.8,0,0,2,1,3,0
8,45,5.625,3,0,3,0,7,0
24,95,3.958,14,0,0,0,10,0
10,22,2.2,5,0,0,0,13,0
9,65,7.222,2,0,7,0,10,0
8,49,6.125,0,0,4,0,6,0
20,93,4.65,7,0,1,1,4,0
13,77,5.923,3,0,3,1,11,0
13,65,5.0,3,0,6,2,10,0
7,44,6.286,2,0,4,0,6,0
11,35,3.182,0,0,4,0,22,0
11,50,4.545,3,1,3,3,6,0
20,85,4.25,10,0,0,2,3,0
8,34,4.25,2,0,0,1,2,0
8,32,4.0,3,0,0,2,3,0
10,40,4.0,3,0,2,1,5,0
6,33,5.5,2,0,4,0,4,0
9,59,6.556,0,0,8,0,11,0
13,78,6.0,1,0,2,0,11,0
18,86,4.778,2,0,1,0,3,0
10,37,3.7,6,0,0,0,2,0
22,90,4.091,14,0,0,0,5,0
15,69,4.6,4,0,0,0,6,0
4,14,3.5,2,0,0,0,10,0
15,60,4.0,7,0,1,0,8,0
20,90,4.5,4,0,2,2,13,0
14,65,4.643,2,3,5,0,9,0
22,78,3.545,9,0,0,0,9,0
17,72,4.235,5,2,0,1,6,0
10,53,5.3,4,0,3,0,5,0
19,73,3.842,10,0,0,1,5,0
7,33,4.714,2,0,2,0,3,0
14,65,4.643,1,1,4,0,24,0
12,64,5.333,2,0,1,1,5,0
28,97,3.464,10,0,0,0,8,0
21,94,4.476,6,0,0,1,11,0
29,102,3.517,14,0,0,1,3,0
16,66,4.125,0,0,5,1,35,0
26,104,4.0,8,0,0,0,4,0
6,43,7.167,2,0,3,0,3,0
15,72,4.8,1,0,4,0,21,0
23,91,3.957,11,3,1,1,6,0
23,100,4.348,7,4,1,1,9,0
11,31,2.818,1,0,3,0,23,0
9,57,6.333,1,0,2,1,11,0
17,81,4.765,4,0,7,0,9,0
12,84,7.0,1,0,7,0,10,0
21,93,4.429,6,0,3,2,20,0
16,83,5.188,4,0,0,0,3,0
14,69,4.929,3,4,7,0,19,0
21,83,3.952,9,0,0,0,4,0
23,87,3.783,12,0,0,0,5,0
10,37,3.7,3,0,1,0,16,0
12,78,6.5,2,0,7,0,7,0
10,43,4.3,2,0,2,1,4,0
8,34,4.25,3,0,2,0,2,0
21,88,4.19,9,0,0,1,6,0
20,87,4.35,6,0,0,3,6,0
7,27,3.857,4,0,0,1,1,0
13,62,4.769,5,4,0,0,2,0
21,83,3.952,9,1,1,0,3,0
16,89,5.562,4,0,1,0,9,0
11,42,3.818,4,0,0,2,7,0
12,39,3.25,6,0,0,0,2,0
13,59,4.538,5,0,1,0,7,0
12,57,4.75,1,0,8,1,9,0
9,44,4.889,3,0,1,0,2,0
21,79,3.762,8,0,3,0,23,0
5,24,4.8,1,0,0,0,0,0
12,67,5.583,0,8,7,0,13,0
